,date,I,R,D,C,I_p,C_p
411,2021-03-08,118814,2322734,72236,2513784,125754.82689996192,2513784.0
412,2021-03-09,116194,2331890,72534,2520618,126693.54584725256,2520618.0
413,2021-03-10,128450,2340473,72858,2541781,122449.29493602642,2541781.0
414,2021-03-11,124022,2349384,73120,2546526,117013.7287289709,2546526.0
415,2021-03-12,129358,2356590,73348,2559296,122240.43522871048,2559296.0
416,2021-03-13,139121,2357374,73369,2569864,124267.5939269782,2569864.0
417,2021-03-14,136384,2368995,73463,2578842,134070.1079910535,2578842.0
418,2021-03-15,134100,2377584,73701,2585385,148562.48978193948,2585385.0
419,2021-03-16,141880,2387232,73952,2603064,140909.43364304714,2603064.0
420,2021-03-17,148983,2387743,74043,2610769,145268.86441124932,2610769.0
421,2021-03-18,159256,2405600,74402,2639258,145813.13336427844,2639258.0
422,2021-03-19,166542,2413584,74608,2654734,146384.72710420124,2654734.0
423,2021-03-20,175235,2419292,74706,2669233,165379.5047875227,2669233.0
424,2021-03-21,168545,2426700,74756,2670001,184928.12459108292,2670001.0
425,2021-03-22,166070,2437183,75009,2678262,193440.0341150917,2678262.0
426,2021-03-23,175148,2448828,75255,2699231,188827.7358649273,2699231.0
427,2021-03-24,187485,2460019,75484,2722988,175555.08561728254,2722988.0
428,2021-03-25,197381,2471558,75669,2744608,174777.95472358132,2744608.0
429,2021-03-26,207561,2481908,75828,2765297,180033.2865171036,2765297.0
430,2021-03-27,217812,2489198,75915,2782925,207303.44632730976,2782925.0
431,2021-03-28,209683,2499010,75959,2784652,229425.72109860156,2784652.0
432,2021-03-29,207393,2511417,76139,2794949,240515.3749358196,2794949.0
433,2021-03-30,216661,2525580,76389,2818630,231433.3085462344,2818630.0
434,2021-03-31,227395,2539660,76589,2843644,219766.72015041293,2843644.0
435,2021-04-01,237480,2552020,76823,2866323,214282.8807424911,2866323.0
436,2021-04-02,238886,2566530,76940,2882356,219118.82944732203,2882356.0
437,2021-04-03,233279,2575740,77010,2886029,246554.2896750164,2886029.0
438,2021-04-04,233419,2585850,77060,2896329,258841.9711141989,2896329.0
439,2021-04-05,237593,2587580,77136,2902309,249898.85714087117,2902309.0
440,2021-04-06,227767,2604890,77245,2909902,240028.24904249853,2909902.0
441,2021-04-07,224204,2638320,77755,2940279,232995.1244841088,2940279.0
442,2021-04-08,248440,2640300,78049,2966789,224669.25176407408,2966789.0
443,2021-04-09,257499,2654930,78295,2990724,219825.4723336236,2990724.0
444,2021-04-10,262140,2668910,78402,3009452,238536.58972068675,3009452.0
445,2021-04-11,241428,2692230,78500,3012158,251250.56002813156,3012158.0
446,2021-04-12,237488,2708320,78796,3024604,283528.95604254166,3024604.0
447,2021-04-13,247978,2726910,79137,3054025,274303.8132500291,3054025.0
448,2021-04-14,260775,2744940,79427,3085142,237816.0586593829,3085142.0
449,2021-04-15,283120,2747460,79672,3110252,232548.36874676857,3110252.0
450,2021-04-16,290954,2763260,79894,3134108,238858.6394082112,3134108.0
451,2021-04-17,289794,2784540,79971,3154305,290769.8407849642,3154305.0
452,2021-04-18,280390,2795080,80052,3155522,324706.2173958908,3155522.0
453,2021-04-19,274894,2811890,80353,3167137,321336.3180612856,3167137.0
454,2021-04-20,286414,2831440,80680,3198534,302470.77634725714,3198534.0
455,2021-04-21,289060,2852890,80938,3222888,273491.0245631348,3222888.0
456,2021-04-22,316896,2856510,81203,3254609,273403.69423955545,3254609.0
457,2021-04-23,318689,2876690,81492,3276871,278840.5261291386,3276871.0
458,2021-04-24,306783,2902900,81610,3291293,317114.5484489142,3291293.0
459,2021-04-25,307291,2917730,81671,3306692,345986.8506627177,3306692.0
460,2021-04-26,290744,2939900,82009,3312653,327844.716626607,3312653.0
461,2021-04-27,295339,2960900,82325,3338564,324177.71697717515,3338564.0
462,2021-04-28,317649,2966590,82588,3366827,281676.4697740567,3366827.0
463,2021-04-29,320264,2987910,82865,3391039,277359.3463219996,3391039.0
464,2021-04-30,313628,3008640,83097,3405365,302096.99858615035,3405365.0
465,2021-05-01,315573,3025120,83207,3423900,316197.96974839445,3423900.0
466,2021-05-02,297654,3051730,83292,3432676,329906.16343858984,3432676.0
467,2021-05-03,300811,3053770,83605,3438186,329694.9295197808,3438186.0
468,2021-05-04,303177,3075230,83890,3462297,292463.41834851145,3462297.0
469,2021-05-05,281954,3118660,84141,3484755,288292.5037865128,3484755.0
470,2021-05-06,277917,3140330,84425,3502672,291788.5749186863,3502672.0
471,2021-05-07,290463,3142640,84659,3517762,273033.11231876817,3517762.0
472,2021-05-08,,,,,290463.0,3532399.3
473,2021-05-09,,,,,280996.08532307175,3546597.4809999997
474,2021-05-10,,,,,271832.6874798683,3560369.7165699997
475,2021-05-11,,,,,262963.4024560592,3573728.7850729
476,2021-05-12,,,,,254379.09621468806,3586687.081520713
477,2021-05-13,,,,,246070.89837439833,3599256.629075092
478,2021-05-14,,,,,238030.19593452915,3611449.090202839
479,2021-05-15,,,,,230248.62705533562,3623275.777496754
480,2021-05-16,,,,,222718.0749007478,3634747.6641718517
481,2021-05-17,,,,,215430.66155030232,3645875.3942466965
482,2021-05-18,,,,,208378.74198615368,3656669.2924192958
483,2021-05-19,,,,,201554.89816039786,3667139.373646717
484,2021-05-20,,,,,194951.9331473139,3677295.3524373155
485,2021-05-21,,,,,188562.86538454838,3687146.651864196
486,2021-05-22,,,,,182380.92300673015,3696702.4123082706
487,2021-05-23,,,,,176399.53827450454,3705971.4999390226
488,2021-05-24,,,,,170612.34210151716,3714962.514940852
489,2021-05-25,,,,,165013.15868145312,3723683.799492626
490,2021-05-26,,,,,159596.00021684647,3732143.445507847
491,2021-05-27,,,,,154355.061751016,3740349.302142611
492,2021-05-28,,,,,149284.7161041524,3748308.9830783317
493,2021-05-29,,,,,144379.50891427966,3756029.873585981
494,2021-05-30,,,,,139634.15378353625,3763519.1373784007
495,2021-05-31,,,,,135043.52752996812,3770783.723257048
496,2021-06-01,,,,,130602.66554479508,3777830.371559336
497,2021-06-02,,,,,126306.75725490159,3784665.620412555
498,2021-06-03,,,,,122151.14169011262,3791295.8118001777
499,2021-06-04,,,,,118131.3031546425,3797727.0974461716
500,2021-06-05,,,,,114242.86700194923,3803965.4445227855
501,2021-06-06,,,,,110481.59551208609,3810016.641187101
502,2021-06-07,,,,,106843.38387051756,3815886.3019514875
503,2021-06-08,,,,,103324.25624725388,3821579.8728929423
504,2021-06-09,,,,,99920.3619750594,3827102.6367061534
505,2021-06-10,,,,,96627.97182540185,3832459.717604968
506,2021-06-11,,,,,93443.47438073259,3837656.0860768184
507,2021-06-12,,,,,90363.37250162025,3842696.5634945133
508,2021-06-13,,,,,87384.2798872027,3847585.8265896775
509,2021-06-14,,,,,84502.91772737191,3852328.411791987
510,2021-06-15,,,,,81716.11144506505,3856928.719438227
511,2021-06-16,,,,,79020.7875270001,3861391.01785508
512,2021-06-17,,,,,76413.97044116637,3865719.447319427
513,2021-06-18,,,,,73892.77963935814,3869918.023899844
514,2021-06-19,,,,,71454.42664302321,3873990.643182848
515,2021-06-20,,,,,69096.21221068683,3877941.0838873624
516,2021-06-21,,,,,66815.52358520447,3881773.0113707413
517,2021-06-22,,,,,64609.831819094536,3885489.981029619
518,2021-06-23,,,,,62476.689176203276,3889095.44159873
519,2021-06-24,,,,,60413.72660795903,3892592.738350768
520,2021-06-25,,,,,58418.6513024807,3895985.116200245
521,2021-06-26,,,,,56489.24430481624,3899275.7227142374
522,2021-06-27,,,,,54623.35820660034,3902467.61103281
523,2021-06-28,,,,,52818.91490343589,3905563.7427018257
524,2021-06-29,,,,,51073.9034183218,3908566.990420771
525,2021-06-30,,,,,49386.377789469014,3911480.1407081475
526,2021-07-01,,,,,47754.455020867914,3914305.896486903
527,2021-07-02,,,,,46176.31309399276,3917046.8795922957
528,2021-07-03,,,,,44650.18903905265,3919705.6332045267
529,2021-07-04,,,,,43174.37706422348,3922284.6242083907
530,2021-07-05,,,,,41747.22674132104,3924786.245482139
531,2021-07-06,,,,,40367.14124640226,3927212.8181176744
532,2021-07-07,,,,,39032.575653808686,3929566.593574144
533,2021-07-08,,,,,37742.035282194265,3931849.7557669193
534,2021-07-09,,,,,36494.07409110761,3934064.4230939113
535,2021-07-10,,,,,35287.29312672776,3936212.6504010935
536,2021-07-11,,,,,34120.33901538111,3938296.4308890603
537,2021-07-12,,,,,32991.902503496254,3940317.697962388
538,2021-07-13,,,,,31900.717042682598,3942278.327023516
539,2021-07-14,,,,,30845.55741864778,3944180.13721281
540,2021-07-15,,,,,29825.238422697843,3946024.8930964256
541,2021-07-16,,,,,28838.613564593255,3947814.306303533
542,2021-07-17,,,,,27884.573825562584,3949550.037114427
543,2021-07-18,,,,,26962.046450304286,3951233.696000994
544,2021-07-19,,,,,26069.99377683546,3952866.8451209646
545,2021-07-20,,,,,25207.41210307451,3954450.999767336
546,2021-07-21,,,,,24373.330589072433,3955987.629774316
547,2021-07-22,,,,,23566.810193834994,3957478.160881087
548,2021-07-23,,,,,22786.942645704992,3958923.976054655
549,2021-07-24,,,,,22032.84944530067,3960326.4167730156
550,2021-07-25,,,,,21303.680900032556,3961686.7842698256
551,2021-07-26,,,,,20598.615189246862,3963006.340741731
552,2021-07-27,,,,,19916.85745906911,3964286.3105194797
553,2021-07-28,,,,,19257.63894604648,3965527.881203896
554,2021-07-29,,,,,18620.216128712105,3966732.2047677794
555,2021-07-30,,,,,18003.86990621835,3967900.3986247466
556,2021-07-31,,,,,17407.904803209964,3969033.5466660047
557,2021-08-01,,,,,16831.648200130814,3970132.700266025
558,2021-08-02,,,,,16274.44958818079,3971198.8792580445
559,2021-08-03,,,,,15735.679848161384,3972233.0728803035
560,2021-08-04,,,,,15214.730552470237,3973236.2406938947
561,2021-08-05,,,,,14711.013289526041,3974209.313473078
562,2021-08-06,,,,,14223.959009925873,3975153.194068886
563,2021-08-07,,,,,13753.017393657216,3976068.7582468195
564,2021-08-08,,,,,13297.656237706664,3976956.855499415
565,2021-08-09,,,,,12857.360863426522,3977818.3098344333
566,2021-08-10,,,,,12431.633543039266,3978653.9205394005
567,2021-08-11,,,,,12019.992944678159,3979464.462923219
568,2021-08-12,,,,,11621.973595380128,3980250.6890355228
569,2021-08-13,,,,,11237.125361464405,3981013.3283644575
570,2021-08-14,,,,,10865.012945747347,3981753.0885135243
571,2021-08-15,,,,,10505.215401060377,3982470.655858119
572,2021-08-16,,,,,10157.325659554,3983166.696182376
573,2021-08-17,,,,,9820.950077286516,3983841.8552969047
574,2021-08-18,,,,,9495.707993611219,3984496.759637998
575,2021-08-19,,,,,9181.231304890713,3985132.0168488584
576,2021-08-20,,,,,8877.164052081314,3985748.216343393
577,2021-08-21,,,,,8583.162021744547,3986345.9298530915
578,2021-08-22,,,,,8298.892360056305,3986925.711957499
579,2021-08-23,,,,,8024.033199397502,3987488.100598774
580,2021-08-24,,,,,7758.273297122871,3988033.6175808106
581,2021-08-25,,,,,7501.311686117047,3988562.769053386
582,2021-08-26,,,,,7252.8573367592335,3989076.0459817844
583,2021-08-27,,,,,7012.628829929468,3989573.9246023307
584,2021-08-28,,,,,6780.354040701014,3990056.8668642608
585,2021-08-29,,,,,6555.769832374456,3990525.320858333
586,2021-08-30,,,,,6338.621760519893,3990979.721232583
587,2021-08-31,,,,,6128.66378670406,3991420.4895956055
588,2021-09-01,,,,,5925.65800158941,3991848.0349077377
589,2021-09-02,,,,,5729.374357101986,3992262.753860506
590,2021-09-03,,,,,5539.5904073745305,3992665.0312446915
591,2021-09-04,,,,,5356.091058180526,3993055.240307351
592,2021-09-05,,,,,5178.668324583868,3993433.743098131
593,2021-09-06,,,,,5007.121096537603,3993800.890805187
594,2021-09-07,,,,,4841.254912173627,3994157.024081032
595,2021-09-08,,,,,4680.881738533442,3994502.473358601
596,2021-09-09,,,,,4525.819759498045,3994837.559157843
597,2021-09-10,,,,,4375.893170682713,3995162.5923831076
598,2021-09-11,,,,,4230.931981069961,3995477.8746116147
599,2021-09-12,,,,,4090.7718211611527,3995783.6983732665
600,2021-09-13,,,,,3955.253757434336,3996080.3474220685
601,2021-09-14,,,,,3824.2241129026147,3996368.0969994063
602,2021-09-15,,,,,3697.5342935740236,3996647.214089424
603,2021-09-16,,,,,3575.0406206202383,3996917.9576667408
604,2021-09-17,,,,,3456.6041680676535,3997180.578936738
605,2021-09-18,,,,,3342.0906058303763,3997435.3215686353
606,2021-09-19,,,,,3231.37004791048,3997682.421921576
607,2021-09-20,,,,,3124.316905596512,3997922.109263928
608,2021-09-21,,,,,3020.809745496694,3998154.60598601
609,2021-09-22,,,,,2920.7311522485547,3998380.127806429
610,2021-09-23,,,,,2823.9675957518257,3998598.883972235
611,2021-09-24,,,,,2730.4093027764247,3998811.077453067
612,2021-09-25,,,,,2639.9501328021197,3999016.905129474
613,2021-09-26,,,,,2552.4874579511347,3999216.557975589
614,2021-09-27,,,,,2467.9220468794515,3999410.22123632
615,2021-09-28,,,,,2386.157952496923,3999598.0745992297
616,2021-09-29,,,,,2307.1024033905355,3999780.292361252
617,2021-09-30,,,,,2230.665698829236,3999957.0435904134
618,2021-10-01,,,,,2156.761107232704,4000128.4922827
619,2021-10-02,,,,,2085.304767990271,4000294.7975142174
620,2021-10-03,,,,,2016.2155965199008,4000456.1135887895
621,2021-10-04,,,,,1949.4151924607281,4000612.5901811244
622,2021-10-05,,,,,1884.827750896128,4000764.3724756893
623,2021-10-06,,,,,1822.379976507652,4000911.601301417
624,2021-10-07,,,,,1762.0010005634156,4001054.4132623733
625,2021-10-08,,,,,1703.6223006476766,4001192.9408645006
626,2021-10-09,,,,,1647.177623041384,4001327.312638564
627,2021-10-10,,,,,1592.602907666435,4001457.6532594054
628,2021-10-11,,,,,1539.836215509224,4001584.0836616214
629,2021-10-12,,,,,1488.817658441837,4001706.721151771
630,2021-10-13,,,,,1439.4893313619077,4001825.679517216
631,2021-10-14,,,,,1391.795246574752,4001941.0691316975
632,2021-10-15,,,,,1345.681270343885,4002052.997057745
633,2021-10-16,,,,,1301.095061538459,4002161.5671460107
634,2021-10-17,,,,,1257.9860123084945,4002266.880131629
635,2021-10-18,,,,,1216.305190721051,4002369.0337276785
636,2021-10-19,,,,,1176.0052852926724,4002468.1227158466
637,2021-10-20,,,,,1137.040551355566,4002564.2390343696
638,2021-10-21,,,,,1099.3667591970295,4002657.471863337
639,2021-10-22,,,,,1062.9411439136204,4002747.907707435
640,2021-10-23,,,,,1027.7223569234945,4002835.6304762103
641,2021-10-24,,,,,993.6704190821872,4002920.721561922
642,2021-10-25,,,,,960.7466753489197,4003003.2599150627
643,2021-10-26,,,,,928.9137509522475,4003083.322117609
644,2021-10-27,,,,,898.1355090055523,4003160.9824540787
645,2021-10-28,,,,,868.377009524507,4003236.3129804544
646,2021-10-29,,,,,839.604469800219,4003309.3835910386
647,2021-10-30,,,,,811.7852260832808,4003380.2620833055
648,2021-10-31,,,,,784.8876965354283,4003449.0142208044
649,2021-11-01,,,,,758.881345406937,4003515.7037941786
650,2021-11-02,,,,,733.7366483992606,4003580.3926803516
651,2021-11-03,,,,,709.4250591737543,4003643.1408999395
652,2021-11-04,,,,,685.9189769686126,4003704.0066729398
653,2021-11-05,,,,,663.1917152874001,4003763.04647275
654,2021-11-06,,,,,641.2174716237622,4003820.3150785663
655,2021-11-07,,,,,619.9712981880664,4003875.865626208
656,2021-11-08,,,,,599.4290736028582,4003929.7496574204
657,2021-11-09,,,,,579.5674755351051,4003982.0171676963
658,2021-11-10,,,,,560.3639542342588,4004032.716652664
659,2021-11-11,,,,,541.7967069461876,4004081.8951530824
660,2021-11-12,,,,,523.8446531740193,4004129.5982984887
661,2021-11-13,,,,,506.4874107578902,4004175.8703495325
662,2021-11-14,,,,,489.7052727465186,4004220.754239045
663,2021-11-15,,,,,473.4791850344178,4004264.291611872
664,2021-11-16,,,,,457.7907247394257,4004306.5228635143
665,2021-11-17,,,,,442.62207929606416,4004347.487177607
666,2021-11-18,,,,,427.9560262410518,4004387.222562277
667,2021-11-19,,,,,413.7759136680728,4004425.765885407
668,2021-11-20,,,,,400.065641329663,4004463.152908843
669,2021-11-21,,,,,386.80964236480423,4004499.418321576
670,2021-11-22,,,,,373.992865631526,4004534.595771927
671,2021-11-23,,,,,361.60075862449634,4004568.7178987674
